     1→     1→@import "tailwindcss";
     2→     2→@import "tw-animate-css";
     3→     3→
     4→     4→@custom-variant dark (&:is(.dark *));
     5→     5→@custom-variant xs (&:where(@media (min-width: 400px)));
     6→     6→
     7→     7→@theme {
  1448→  1448→  0% { right: -100%; }
  1449→  1449→  100% { right: 200%; }
  1450→  1450→}
  1451→  1451→
  1452→  1452→/* ===== Skeleton v10 ===== */
  1453→  1453→.skeleton-v10 {
  1454→  1454→  background: linear-gradient(90deg, var(--muted) 25%, rgba(128,128,128,0.08) 50%, var(--muted) 75%);
  1455→  1455→  background-size: 200% 100%;
  1456→  1456→  animation: skeletonPulseV10 1.5s ease-in-out infinite;
  1457→  1457→  border-radius: 0.5rem;
  1458→  1458→}
  1459→  1459→@keyframes skeletonPulseV10 {
  1460→  1460→  0% { background-position: 200% 0; }
  1461→  1461→  100% { background-position: -200% 0; }
  1462→  1462→}
  1463→  1463→
  1464→  1464→/* ===== Hover Underline 5 ===== */
  1465→  1465→.hover-underline-5 {
  1466→  1466→  position: relative;
  1467→  1467→}
  1468→  1468→.hover-underline-5::after {
  1469→  1469→  content: '';
  1470→  1470→  position: absolute;
  1471→  1471→  bottom: -2px;
  1472→  1472→  right: 0;
  1473→  1473→  width: 0;
  1474→  1474→  height: 2px;
  1475→  1475→  background: linear-gradient(to left, #14b8a6, #06b6d4);
  1476→  1476→  border-radius: 999px;
  1477→  1477→  transition: width 0.3s ease;
  1478→  1478→}
  1479→  1479→.hover-underline-5:hover::after {
  1480→  1480→  width: 100%;
  1481→  1481→}
  1482→  1482→
  1483→  1483→/* ===== Tag Chip Teal ===== */
  1484→  1484→.tag-chip-teal {
  1485→  1485→  display: inline-flex;
  1486→  1486→  align-items: center;
  1487→  1487→  gap: 0.25rem;
  1488→  1488→  padding: 2px 10px;
  1489→  1489→  border-radius: 999px;
  1490→  1490→  font-size: 0.6875rem;
  1491→  1491→  font-weight: 600;
  1492→  1492→  background: rgba(20,184,166,0.1);
  1493→  1493→  color: #0d9488;
  1494→  1494→  border: 1px solid rgba(20,184,166,0.2);
  1495→  1495→}
  1496→  1496→.dark .tag-chip-teal {
  1497→  1497→  background: rgba(20,184,166,0.15);
  1498→  1498→  color: #2dd4bf;
  1499→  1499→  border-color: rgba(20,184,166,0.25);
  1500→  1500→}
  1501→  1501→.tag-chip-teal:hover {
  1502→  1502→  box-shadow: 0 0 12px rgba(20,184,166,0.2);
  1503→  1503→}
  1504→  1504→
  1505→  1505→/* ===== Tag Chip Indigo ===== */
  1506→  1506→.tag-chip-indigo {
  1507→  1507→  display: inline-flex;
  1508→  1508→  align-items: center;
  1509→  1509→  gap: 0.25rem;
  1510→  1510→  padding: 2px 10px;
  1511→  1511→  border-radius: 999px;
  1512→  1512→  font-size: 0.6875rem;
  1513→  1513→  font-weight: 600;
  1514→  1514→  background: rgba(99,102,241,0.1);
  1515→  1515→  color: #4f46e5;
  1516→  1516→  border: 1px solid rgba(99,102,241,0.2);
  1517→  1517→}
  1518→  1518→.dark .tag-chip-indigo {
  1519→  1519→  background: rgba(99,102,241,0.15);
  1520→  1520→  color: #a5b4fc;
  1521→  1521→  border-color: rgba(99,102,241,0.25);
  1522→  1522→}
  1523→  1523→.tag-chip-indigo:hover {
  1524→  1524→  box-shadow: 0 0 12px rgba(99,102,241,0.2);
  1525→  1525→}
  1526→  1526→
  1527→  1527→/* ===== Pulse Soft v5 ===== */
  1528→  1528→.pulse-soft-v5 {
  1529→  1529→  animation: pulseSoftV5 3s ease-in-out infinite;
  1530→  1530→}
  1531→  1531→@keyframes pulseSoftV5 {
  1532→  1532→  0%, 100% { opacity: 1; }
  1533→  1533→  50% { opacity: 0.7; }
  1534→  1534→}
  1535→  1535→
  1536→  1536→/* ===== Scrollbar v7 ===== */
  1537→  1537→.scrollbar-v7::-webkit-scrollbar {
  1538→  1538→  width: 6px;
  1539→  1539→  height: 6px;
  1540→  1540→}
  1541→  1541→.scrollbar-v7::-webkit-scrollbar-track {
  1542→  1542→  background: transparent;
  1543→  1543→}
  1544→  1544→.scrollbar-v7::-webkit-scrollbar-thumb {
  1545→  1545→  background: linear-gradient(to bottom, #6366f1, #8b5cf6);
  1546→  1546→  border-radius: 999px;
  1547→  1547→}
  1548→  1548→.scrollbar-v7::-webkit-scrollbar-thumb:hover {
  1549→  1549→  background: linear-gradient(to bottom, #4f46e5, #7c3aed);
  1550→  1550→}
  1551→  1551→
  1552→  1552→/* ===== Focus Ring v6 ===== */
  1553→  1553→.focus-ring-v6:focus-visible {
  1554→  1554→  outline: 2px solid #6366f1;
  1555→  1555→  outline-offset: 2px;
  1556→  1556→  border-radius: 8px;
  1557→  1557→}
  1558→  1558→
  1559→  1559→/* ===== Hover Scale Bounce v4 ===== */
  1560→  1560→.hover-scale-bounce-v4 {
  1561→  1561→  transition: transform 0.25s cubic-bezier(0.4,0,0.2,1);
  1562→  1562→}
  1563→  1563→.hover-scale-bounce-v4:hover {
  1564→  1564→  transform: scale(1.03);
  1565→  1565→}
  1566→  1566→.hover-scale-bounce-v4:active {
  1567→  1567→  transform: scale(0.97);
  1568→  1568→}
  1569→  1569→
  1570→  1570→/* ===== Breathe Border v4 ===== */
  1571→  1571→.breathe-border-v4 {
  1572→  1572→  animation: breatheBorderV4 4s ease-in-out infinite;
  1573→  1573→}
  1574→  1574→@keyframes breatheBorderV4 {
  1575→  1575→  0%, 100% { border-color: var(--border); }
  1576→  1576→  33% { border-color: rgba(99,102,241,0.3); }
  1577→  1577→  66% { border-color: rgba(20,184,166,0.3); }
  1578→  1578→}
  1579→  1579→
  1580→  1580→/* ===== Card Shine v4 ===== */
  1581→  1581→.card-shine-v4 {
  1582→  1582→  position: relative;
  1583→  1583→  overflow: hidden;
  1584→  1584→}
  1585→  1585→.card-shine-v4::before {
  1586→  1586→  content: '';
  1587→  1587→  position: absolute;
  1588→  1588→  top: -50%;
  1589→  1589→  right: -50%;
  1590→  1590→  width: 200%;
  1591→  1591→  height: 200%;
  1592→  1592→  background: linear-gradient(
  1593→  1593→    45deg,
  1594→  1594→    transparent 40%,
  1595→  1595→    rgba(255,255,255,0.06) 45%,
  1596→  1596→    rgba(255,255,255,0.12) 50%,
  1597→  1597→    rgba(255,255,255,0.06) 55%,
  1598→  1598→    transparent 60%
  1599→  1599→  );
  1600→  1600→  transform: translateX(-100%);
  1601→  1601→  transition: none;
  1602→  1602→  pointer-events: none;
  1603→  1603→}
  1604→  1604→.card-shine-v4:hover::before {
  1605→  1605→  transform: translateX(100%);
  1606→  1606→  transition: transform 0.6s ease;
  1607→  1607→}
  1608→  1608→
  1609→  1609→/* ===== Hover Lift 6 ===== */
  1610→  1610→.hover-lift-6 {
  1611→  1611→  transition: transform 0.25s ease, box-shadow 0.25s ease;
  1612→  1612→}
  1613→  1613→.hover-lift-6:hover {
  1614→  1614→  transform: translateY(-3px);
  1615→  1615→  box-shadow: 0 8px 24px rgba(0,0,0,0.1);
  1616→  1616→}
  1617→  1617→
  1618→  1618→/* ===== Gradient Border Animated v4 ===== */
  1619→  1619→.gradient-border-animated-v4 {
  1620→  1620→  position: relative;
  1621→  1621→  border: none !important;
  1622→  1622→  background: var(--card) !important;
  1623→  1623→}
  1624→  1624→.gradient-border-animated-v4::before {
  1625→  1625→  content: '';
  1626→  1626→  position: absolute;
  1627→  1627→  inset: 0;
  1628→  1628→  border-radius: inherit;
  1629→  1629→  padding: 1px;
  1630→  1630→  background: linear-gradient(
  1631→  1631→    90deg,
  1632→  1632→    #6366f1, #14b8a6, #f59e0b, #f43f5e, #6366f1
  1633→  1633→  );
  1634→  1634→  background-size: 300% 100%;
  1635→  1635→  -webkit-mask: linear-gradient(#fff 0 0) content-box, linear-gradient(#fff 0 0);
  1636→  1636→  -webkit-mask-composite: xor;
  1637→  1637→  mask-composite: exclude;
  1638→  1638→  animation: gradientBorderRotateV4 4s linear infinite;
  1639→  1639→}
  1640→  1640→@keyframes gradientBorderRotateV4 {
  1641→  1641→  0% { background-position: 0% 50%; }
  1642→  1642→  100% { background-position: 300% 50%; }
  1643→  1643→}
  1644→  1644→
  1645→  1645→/* ===== Stagger Grid 30 ===== */
  1646→  1646→.stagger-grid-30 > * {
  1647→  1647→  animation: staggerFadeIn30 0.4s ease-out backwards;
  1648→  1648→}
  1649→  1649→.stagger-grid-30 > *:nth-child(1) { animation-delay: 0ms; }
  1650→  1650→.stagger-grid-30 > *:nth-child(2) { animation-delay: 30ms; }
  1651→  1651→.stagger-grid-30 > *:nth-child(3) { animation-delay: 60ms; }
  1652→  1652→.stagger-grid-30 > *:nth-child(4) { animation-delay: 90ms; }
  1653→  1653→.stagger-grid-30 > *:nth-child(5) { animation-delay: 120ms; }
  1654→  1654→.stagger-grid-30 > *:nth-child(6) { animation-delay: 150ms; }
  1655→  1655→.stagger-grid-30 > *:nth-child(7) { animation-delay: 180ms; }
  1656→  1656→.stagger-grid-30 > *:nth-child(8) { animation-delay: 210ms; }
  1657→  1657→@keyframes staggerFadeIn30 {
  1658→  1658→  from { opacity: 0; transform: translateY(10px); }
  1659→  1659→  to { opacity: 1; transform: translateY(0); }
  1660→  1660→}
  1661→  1661→
  1662→  1662→/* ===== Badge Bounce In v4 ===== */
  1663→  1663→.badge-bounce-in-v4 {
  1664→  1664→  animation: badgeBounceV4 0.4s cubic-bezier(0.68,-0.55,0.265,1.55) backwards;
  1665→  1665→}
  1666→  1666→@keyframes badgeBounceV4 {
  1667→  1667→  0% { opacity: 0; transform: scale(0.3) rotate(-12deg); }
  1668→  1668→  100% { opacity: 1; transform: scale(1) rotate(0deg); }
  1669→  1669→}
  1670→  1670→
  1671→  1671→/* ===== Row Hover Glow v5 ===== */
  1672→  1672→.row-hover-glow-v5 {
  1673→  1673→  transition: background-color 0.2s, box-shadow 0.2s;
  1674→  1674→}
  1675→  1675→.row-hover-glow-v5:hover {
  1676→  1676→  box-shadow: inset 0 0 20px rgba(99,102,241,0.04);
  1677→  1677→}
  1678→  1678→
  1679→  1679→/* ===== Separator Gradient v4 ===== */
  1680→  1680→.separator-gradient-v4 {
  1681→  1681→  height: 1px;
  1682→  1682→  background: linear-gradient(to left, transparent, var(--border), rgba(99,102,241,0.2), var(--border), transparent);
  1683→  1683→  border: none;
  1684→  1684→}
  1685→  1685→
  1686→  1686→/* ===== Stat Mini Card v2 ===== */
  1687→  1687→.stat-mini-card-v2 {
  1688→  1688→  background: var(--card);
  1689→  1689→  border: 1px solid var(--border);
  1690→  1690→  border-radius: 0.75rem;
  1691→  1691→  padding: 0.75rem 1rem;
  1692→  1692→  display: flex;
  1693→  1693→  align-items: center;
  1694→  1694→  gap: 0.75rem;
  1695→  1695→  transition: all 0.2s;
  1696→  1696→}
  1697→  1697→.stat-mini-card-v2:hover {
  1698→  1698→  border-color: var(--primary);
  1699→  1699→  box-shadow: 0 2px 8px rgba(0,0,0,0.06);
  1700→  1700→}
  1701→  1701→.stat-mini-card-v2-icon {
  1702→  1702→  width: 36px;
  1703→  1703→  height: 36px;
  1704→  1704→  border-radius: 10px;
  1705→  1705→  display: flex;
  1706→  1706→  align-items: center;
  1707→  1707→  justify-content: center;
  1708→  1708→  flex-shrink: 0;
  1709→  1709→}
  1710→  1710→.stat-mini-card-v2-value {
  1711→  1711→  font-size: 1.125rem;
  1712→  1712→  font-weight: 700;
  1713→  1713→  color: var(--foreground);
  1714→  1714→  line-height: 1.2;
  1715→  1715→  font-variant-numeric: tabular-nums;
  1716→  1716→}
  1717→  1717→.stat-mini-card-v2-label {
  1718→  1718→  font-size: 0.6875rem;
  1719→  1719→  color: var(--muted-foreground);
  1720→  1720→}
  1721→  1721→
  1722→  1722→/* ===== Text Glow Teal ===== */
  1723→  1723→.text-glow-teal {
  1724→  1724→  text-shadow: 0 0 12px rgba(20,184,166,0.4);
  1725→  1725→}
  1726→  1726→.dark .text-glow-teal {
  1727→  1727→  text-shadow: 0 0 16px rgba(20,184,166,0.5);
  1728→  1728→}
  1729→  1729→
  1730→  1730→/* ===== Text Glow Indigo ===== */
  1731→  1731→.text-glow-indigo {
  1732→  1732→  text-shadow: 0 0 12px rgba(99,102,241,0.4);
  1733→  1733→}
  1734→  1734→.dark .text-glow-indigo {
  1735→  1735→  text-shadow: 0 0 16px rgba(99,102,241,0.5);
  1736→  1736→}
  1737→  1737→
  1738→  1738→/* ===== Line Clamp 5 ===== */
  1739→  1739→.line-clamp-5 {
  1740→  1740→  display: -webkit-box;
  1741→  1741→  -webkit-line-clamp: 5;
  1742→  1742→  -webkit-box-orient: vertical;
  1743→  1743→  overflow: hidden;
  1744→  1744→}
  1745→  1745→
  1746→  1746→/* ===== Dot Grid v3 ===== */
  1747→  1747→.bg-dot-grid-v3 {
  1748→  1748→  background-image: radial-gradient(circle, rgba(128,128,128,0.12) 1px, transparent 1px);
  1749→  1749→  background-size: 24px 24px;
  1750→  1750→}
  1751→  1751→
  1752→  1752→/* ===== Responsive ===== */
  1753→  1753→@media (max-width: 640px) {
  1754→  1754→  .aging-widget, .weekly-trend-widget, .loyalty-widget, .health-grid-widget {
  1755→  1755→    padding: 1rem;
  1756→  1756→    border-radius: 0.75rem;
  1757→  1757→  }
  1758→  1758→  .weekly-bars-container {
  1759→  1759→    height: 70px;
  1760→  1760→  }
  1761→  1761→  .weekly-bar {
  1762→  1762→    width: 10px;
  1763→  1763→  }
  1764→  1764→  .weekly-bar-pair {
  1765→  1765→    height: 55px;
  1766→  1766→  }
  1767→  1767→  .health-grid {
  1768→  1768→    grid-template-columns: repeat(2, 1fr);
  1769→  1769→  }
  1770→  1770→  .aging-time {
  1771→  1771→    display: none;
  1772→  1772→  }
  1773→  1773→}
  1774→  1774→
  1775→  1775→@media (max-width: 380px) {
  1776→  1776→  .health-grid {
  1777→  1777→    grid-template-columns: 1fr;
  1778→  1778→  }
  1779→  1779→}
  1780→  1780→
  1781→  1781→/* ===== Reduced Motion ===== */
  1782→  1782→@media (prefers-reduced-motion: reduce) {
  1783→  1783→  .aging-row,
  1784→  1784→  .weekly-bar,
  1785→  1785→  .loyalty-customer-row,
  1786→  1786→  .health-grid-item,
  1787→  1787→  .stagger-grid-30 > * {
  1788→  1788→    animation: none !important;
  1789→  1789→  }
  1790→  1790→  .quick-advance-btn-ready {
  1791→  1791→    animation: none !important;
  1792→  1792→  }
  1793→  1793→  .breathe-border-v4 {
  1794→  1794→    animation: none !important;
  1795→  1795→  }
  1796→  1796→  .gradient-border-animated-v4::before {
  1797→  1797→    animation: none !important;
  1798→  1798→  }
  1799→  1799→  .shimmer-v8::after {
  1800→  1800→    animation: none !important;
  1801→  1801→  }
  1802→  1802→  .pulse-soft-v5 {
  1803→  1803→    animation: none !important;
  1804→  1804→  }
  1805→  1805→}/* ============================================ */
  1806→  1806→/* CSS v7.8 — Round 82                           */
  1807→  1807→/* ~500 new lines                                  */
  1808→  1808→/* ============================================ */
  1809→  1809→
  1810→  1810→/* ===== Service Distribution Widget ===== */
  1811→  1811→.service-dist-widget {
  1812→  1812→  background: var(--card);
  1813→  1813→  border: 1px solid var(--border);
  1814→  1814→  border-radius: 1rem;
  1815→  1815→  padding: 1.25rem;
  1816→  1816→  box-shadow: 0 1px 3px rgba(0,0,0,0.04);
  1817→  1817→}
  1818→  1818→.service-dist-header {
  1819→  1819→  display: flex;
  1820→  1820→  align-items: center;
  1821→  1821→  gap: 0.5rem;
  1822→  1822→  margin-bottom: 1rem;
  1823→  1823→  font-size: 0.875rem;
  1824→  1824→  font-weight: 600;
  1825→  1825→  color: var(--foreground);
  1826→  1826→  opacity: 0.8;
  1827→  1827→}
  1828→  1828→.service-dist-row {
  1829→  1829→  display: flex;
  1830→  1830→  align-items: center;
  1831→  1831→  gap: 0.625rem;
  1832→  1832→  padding: 0.5rem 0;
  1833→  1833→}
  1834→  1834→.service-dist-emoji {
  1835→  1835→  font-size: 1rem;
  1836→  1836→  width: 24px;
  1837→  1837→  text-align: center;
  1838→  1838→  flex-shrink: 0;
  1839→  1839→}
  1840→  1840→.service-dist-name {
  1841→  1841→  font-size: 0.75rem;
  1842→  1842→  color: var(--foreground);
  1843→  1843→  min-width: 65px;
  1844→  1844→  flex-shrink: 0;
  1845→  1845→}
  1846→  1846→.service-dist-bar-track {
  1847→  1847→  flex: 1;
  1848→  1848→  height: 8px;
  1849→  1849→  border-radius: 999px;
  1850→  1850→  background: var(--muted);
  1851→  1851→  overflow: hidden;
  1852→  1852→}
  1853→  1853→.service-dist-bar-fill {
  1854→  1854→  height: 100%;
  1855→  1855→  border-radius: 999px;
  1856→  1856→  transition: width 0.6s cubic-bezier(0.4,0,0.2,1);
  1857→  1857→  min-width: 4px;
  1858→  1858→}
  1859→  1859→.service-dist-count {
  1860→  1860→  font-size: 0.6875rem;
  1861→  1861→  font-weight: 700;
  1862→  1862→  color: var(--foreground);
  1863→  1863→  min-width: 24px;
  1864→  1864→  text-align: center;
  1865→  1865→  font-variant-numeric: tabular-nums;
  1866→  1866→}
  1867→  1867→.service-dist-pct {
  1868→  1868→  font-size: 0.625rem;
  1869→  1869→  color: var(--muted-foreground);
  1870→  1870→  min-width: 32px;
  1871→  1871→  text-align: left;
  1872→  1872→  direction: ltr;
  1873→  1873→}
  1874→  1874→@keyframes serviceDistSlideIn {
  1875→  1875→  from { opacity: 0; transform: translateX(-8px); }
  1876→  1876→  to { opacity: 1; transform: translateX(0); }
  1877→  1877→}
  1878→  1878→.service-dist-row {
  1879→  1879→  animation: serviceDistSlideIn 0.35s ease-out backwards;
  1880→  1880→}
  1881→  1881→.service-dist-row:nth-child(1) { animation-delay: 0ms; }
  1882→  1882→.service-dist-row:nth-child(2) { animation-delay: 50ms; }
  1883→  1883→.service-dist-row:nth-child(3) { animation-delay: 100ms; }
  1884→  1884→.service-dist-row:nth-child(4) { animation-delay: 150ms; }
  1885→  1885→.service-dist-row:nth-child(5) { animation-delay: 200ms; }
  1886→  1886→.service-dist-row:nth-child(6) { animation-delay: 250ms; }
  1887→  1887→
  1888→  1888→/* ===== Hourly Activity Widget ===== */
  1889→  1889→.hourly-activity-widget {
  1890→  1890→  background: var(--card);
  1891→  1891→  border: 1px solid var(--border);
  1892→  1892→  border-radius: 1rem;
  1893→  1893→  padding: 1.25rem;
  1894→  1894→  box-shadow: 0 1px 3px rgba(0,0,0,0.04);
  1895→  1895→}
  1896→  1896→.hourly-activity-header {
  1897→  1897→  display: flex;
  1898→  1898→  align-items: center;
  1899→  1899→  gap: 0.5rem;
  1900→  1900→  margin-bottom: 1rem;
  1901→  1901→  font-size: 0.875rem;
  1902→  1902→  font-weight: 600;
  1903→  1903→  color: var(--foreground);
  1904→  1904→  opacity: 0.8;
  1905→  1905→}
  1906→  1906→.hourly-grid {
  1907→  1907→  display: grid;
  1908→  1908→  grid-template-columns: repeat(12, 1fr);
  1909→  1909→  gap: 3px;
  1910→  1910→}
  1911→  1911→.hourly-cell {
  1912→  1912→  aspect-ratio: 1;
  1913→  1913→  border-radius: 4px;
  1914→  1914→  display: flex;
  1915→  1915→  align-items: center;
  1916→  1916→  justify-content: center;
  1917→  1917→  font-size: 0.5rem;
  1918→  1918→  font-weight: 600;
  1919→  1919→  color: transparent;
  1920→  1920→  transition: all 0.2s;
  1921→  1921→  cursor: default;
  1922→  1922→  position: relative;
  1923→  1923→}
  1924→  1924→.hourly-cell:hover {
  1925→  1925→  color: var(--foreground);
  1926→  1926→  transform: scale(1.2);
  1927→  1927→  z-index: 2;
  1928→  1928→  box-shadow: 0 2px 8px rgba(0,0,0,0.15);
  1929→  1929→}
  1930→  1930→.hourly-cell-empty {
  1931→  1931→  background: var(--muted);
  1932→  1932→  opacity: 0.3;
  1933→  1933→}
  1934→  1934→.hourly-cell-low {
  1935→  1935→  background: rgba(99,102,241,0.2);
  1936→  1936→}
  1937→  1937→.hourly-cell-med {
  1938→  1938→  background: rgba(99,102,241,0.45);
  1939→  1939→}
  1940→  1940→.hourly-cell-high {
  1941→  1941→  background: rgba(99,102,241,0.7);
  1942→  1942→  color: white;
  1943→  1943→}
  1944→  1944→.hourly-cell-peak {
  1945→  1945→  background: linear-gradient(135deg, #6366f1, #8b5cf6);
  1946→  1946→  color: white;
  1947→  1947→  box-shadow: 0 0 8px rgba(99,102,241,0.3);
  1948→  1948→}
  1949→  1949→.hourly-labels {
  1950→  1950→  display: flex;
  1951→  1951→  justify-content: space-between;
  1952→  1952→  margin-top: 0.375rem;
  1953→  1953→}
  1954→  1954→.hourly-label {
  1955→  1955→  font-size: 0.55rem;
  1956→  1956→  color: var(--muted-foreground);
  1957→  1957→}
  1958→  1958→@keyframes hourlyCellPop {
  1959→  1959→  0% { transform: scale(0); opacity: 0; }
  1960→  1960→  100% { transform: scale(1); opacity: 1; }
  1961→  1961→}
  1962→  1962→.hourly-cell {
  1963→  1963→  animation: hourlyCellPop 0.3s cubic-bezier(0.68,-0.55,0.265,1.55) backwards;
  1964→  1964→}
  1965→  1965→.hourly-cell:nth-child(1) { animation-delay: 0ms; }
  1966→  1966→.hourly-cell:nth-child(2) { animation-delay: 15ms; }
  1967→  1967→.hourly-cell:nth-child(3) { animation-delay: 30ms; }
  1968→  1968→.hourly-cell:nth-child(4) { animation-delay: 45ms; }
  1969→  1969→.hourly-cell:nth-child(5) { animation-delay: 60ms; }
  1970→  1970→.hourly-cell:nth-child(6) { animation-delay: 75ms; }
  1971→  1971→.hourly-cell:nth-child(7) { animation-delay: 90ms; }
  1972→  1972→.hourly-cell:nth-child(8) { animation-delay: 105ms; }
  1973→  1973→.hourly-cell:nth-child(9) { animation-delay: 120ms; }
  1974→  1974→.hourly-cell:nth-child(10) { animation-delay: 135ms; }
  1975→  1975→.hourly-cell:nth-child(11) { animation-delay: 150ms; }
  1976→  1976→.hourly-cell:nth-child(12) { animation-delay: 165ms; }
  1977→  1977→
  1978→  1978→/* ===== Mini Stats Row ===== */
  1979→  1979→.mini-stats-row {
  1980→  1980→  display: grid;
  1981→  1981→  grid-template-columns: repeat(auto-fit, minmax(150px, 1fr));
  1982→  1982→  gap: 0.75rem;
  1983→  1983→}
  1984→  1984→.mini-stat-card {
  1985→  1985→  background: var(--card);
  1986→  1986→  border: 1px solid var(--border);
  1987→  1987→  border-radius: 0.75rem;
  1988→  1988→  padding: 0.875rem 1rem;
  1989→  1989→  display: flex;
  1990→  1990→  align-items: center;
  1991→  1991→  gap: 0.75rem;
  1992→  1992→  transition: all 0.25s;
  1993→  1993→}
  1994→  1994→.mini-stat-card:hover {
  1995→  1995→  border-color: var(--primary);
  1996→  1996→  box-shadow: 0 2px 10px rgba(0,0,0,0.06);
  1997→  1997→  transform: translateY(-1px);
  1998→  1998→}
  1999→  1999→.mini-stat-icon {
  2000→  2000→  width: 40px;

[showing lines 1-2000 of 2002; use offset=2001 with limit to continue reading]
